197.0 1.54017857143e-07
170.0 1.30681818182e-07
143.0 1.09872611465e-07
124.0 9.47802197802e-08
110.0 8.33333333333e-08
98.0 7.43534482759e-08
89.0 6.71206225681e-08
60.0 4.51570680628e-08
45.0 3.40236686391e-08
36.0 2.72943037975e-08
30.0 2.2787318362e-08
